"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14384","Navigate to Headphones from TV & Mobile and open Sort By dropdown","chromium","Mon Jul 14 16:45:52 IST 2025","passed","Mon Jul 14 16:46:07 IST 2025","","tanotis.test.js","",""
